graph_model,sybil_size,overlap,rep,tau,w_eff,r_eff,sampled
erdos_renyi,30,0.3,6,0.5435360413902688,16.306081241708064,16.306081241708064,False
erdos_renyi,30,0.3,7,0.5439557238723713,16.31867171617114,16.31867171617114,False
erdos_renyi,30,0.3,8,0.5432378911635689,16.297136734907067,16.297136734907067,False
erdos_renyi,30,0.3,9,0.5434457020547814,16.303371061643443,16.303371061643443,False
erdos_renyi,30,0.3,10,0.5425291295711627,16.275873887134882,16.275873887134882,False
erdos_renyi,30,0.3,11,0.5438221600171183,16.314664800513548,16.314664800513548,False
erdos_renyi,30,0.3,12,0.54331535762438,16.2994607287314,16.2994607287314,False
erdos_renyi,30,0.3,13,0.5430047030575448,16.290141091726344,16.290141091726344,False
erdos_renyi,30,0.3,14,0.543373426440968,16.301202793229038,16.301202793229038,False
erdos_renyi,30,0.3,15,0.5442770011622994,16.32831003486898,16.32831003486898,False
erdos_renyi,30,0.3,16,0.5431755681042987,16.29526704312896,16.29526704312896,False
erdos_renyi,30,0.3,17,0.5437264147739425,16.311792443218273,16.311792443218273,False
erdos_renyi,30,0.3,18,0.5432068682610092,16.296206047830275,16.296206047830275,False
erdos_renyi,30,0.3,19,0.5421478756113758,16.264436268341274,16.264436268341274,False
erdos_renyi,30,0.3,20,0.5430188860236297,16.29056658070889,16.29056658070889,False
erdos_renyi,30,0.3,21,0.5430843673763321,16.292531021289964,16.292531021289964,False
erdos_renyi,30,0.3,22,0.5428759105542809,16.286277316628425,16.286277316628425,False
erdos_renyi,30,0.3,23,0.5432272237119489,16.296816711358467,16.296816711358467,False
erdos_renyi,30,0.3,24,0.5437679197325755,16.313037591977267,16.313037591977267,False
erdos_renyi,30,0.3,25,0.5425926428642057,16.277779285926172,16.277779285926172,False
erdos_renyi,30,0.3,26,0.5435205387014739,16.305616161044217,16.305616161044217,False
erdos_renyi,30,0.3,27,0.5439493817335187,16.31848145200556,16.31848145200556,False
erdos_renyi,30,0.3,28,0.5432223869833742,16.296671609501228,16.296671609501228,False
erdos_renyi,30,0.3,29,0.543296457178198,16.29889371534594,16.29889371534594,False
erdos_renyi,30,0.5,0,0.43724073152797027,13.117221945839109,13.117221945839109,False
erdos_renyi,30,0.5,1,0.43650455142329503,13.095136542698851,13.095136542698851,False
erdos_renyi,30,0.5,2,0.43682718010304245,13.104815403091273,13.104815403091273,False
erdos_renyi,30,0.5,3,0.4366010976500947,13.09803292950284,13.09803292950284,False
erdos_renyi,30,0.5,4,0.4354281271573983,13.06284381472195,13.06284381472195,False
erdos_renyi,30,0.5,5,0.43635735057302216,13.090720517190665,13.090720517190665,False
erdos_renyi,30,0.5,6,0.4358953200887419,13.076859602662257,13.076859602662257,False
erdos_renyi,30,0.5,7,0.4367064698707632,13.101194096122896,13.101194096122896,False
erdos_renyi,30,0.5,8,0.43708549127748053,13.112564738324416,13.112564738324416,False
erdos_renyi,30,0.5,9,0.436852971899525,13.105589156985749,13.105589156985749,False
erdos_renyi,30,0.5,10,0.43629255652511045,13.088776695753314,13.088776695753314,False
erdos_renyi,30,0.5,11,0.43654882356666136,13.096464706999841,13.096464706999841,False
erdos_renyi,30,0.5,12,0.43535586385437863,13.060675915631359,13.060675915631359,False
erdos_renyi,30,0.5,13,0.437482730810126,13.12448192430378,13.12448192430378,False
erdos_renyi,30,0.5,14,0.43765089473274366,13.12952684198231,13.12952684198231,False
erdos_renyi,30,0.5,15,0.43565919731921954,13.069775919576585,13.069775919576585,False
erdos_renyi,30,0.5,16,0.43717077643705293,13.115123293111587,13.115123293111587,False
erdos_renyi,30,0.5,17,0.43649356582743326,13.094806974822998,13.094806974822998,False
erdos_renyi,30,0.5,18,0.4367602140851333,13.102806422554,13.102806422554,False
erdos_renyi,30,0.5,19,0.43723571716687215,13.117071515006165,13.117071515006165,False
erdos_renyi,30,0.5,20,0.4367005796627478,13.101017389882433,13.101017389882433,False
erdos_renyi,30,0.5,21,0.4363767669553352,13.091303008660057,13.091303008660057,False
erdos_renyi,30,0.5,22,0.43617034912141384,13.085110473642414,13.085110473642414,False
erdos_renyi,30,0.5,23,0.43700212573849206,13.110063772154762,13.110063772154762,False
erdos_renyi,30,0.5,24,0.4358587134720213,13.07576140416064,13.07576140416064,False
erdos_renyi,30,0.5,25,0.43632452343926975,13.089735703178093,13.089735703178093,False
erdos_renyi,30,0.5,26,0.43588631788425003,13.0765895365275,13.0765895365275,False
erdos_renyi,30,0.5,27,0.43618852441550926,13.085655732465277,13.085655732465277,False
erdos_renyi,30,0.5,28,0.4365267017066601,13.095801051199803,13.095801051199803,False
erdos_renyi,30,0.5,29,0.43678630405446406,13.103589121633922,13.103589121633922,False
erdos_renyi,30,0.7,0,0.2996937690880046,8.990813072640139,8.990813072640139,False
erdos_renyi,30,0.7,1,0.298691094259233,8.96073282777699,8.96073282777699,False
